time_s,signal
0.000,94.5038
0.200,91.5831
0.400,94.3636
0.600,89.3305
0.800,99.1484
1.000,100.7151
1.200,100.4396
1.400,94.9945
1.600,93.9853
1.800,90.9538
2.000,92.9038
2.200,89.2171
2.400,91.4916
2.600,91.6326
2.800,98.6318
3.000,94.7902
3.200,98.1870
3.400,92.7822
3.600,101.4448
3.800,99.2301
4.000,95.5420
4.200,102.7483
4.400,90.7009
4.600,92.7687
4.800,95.9305
5.000,96.3933
5.200,94.4774
5.400,95.0390
5.600,100.5968
5.800,96.4754
6.000,103.0640
6.200,92.7966
6.400,98.1045
6.600,102.2993
6.800,99.9848
7.000,94.5229
7.200,91.2370
7.400,101.2324
7.600,99.2691
7.800,91.2526
8.000,101.8173
8.200,94.1796
8.400,91.1883
8.600,94.4694
8.800,92.4174
9.000,97.6111
9.200,96.1785
9.400,103.4142
9.600,97.4242
9.800,102.2366
10.000,96.1682
10.200,95.6488
10.400,103.4319
10.600,97.9195
10.800,92.0274
11.000,96.2194
11.200,104.4297
11.400,95.9258
11.600,91.3604
11.800,104.2635
12.000,102.7527
12.200,97.0997
12.400,100.3576
12.600,93.4036
12.800,96.2652
13.000,98.0616
13.200,98.9273
13.400,95.7722
13.600,95.7457
13.800,105.0209
14.000,93.8258
14.200,103.0111
14.400,93.9409
14.600,100.2976
14.800,96.0036
15.000,95.0890
15.200,93.2598
15.400,92.1475
15.600,95.8877
15.800,105.2818
16.000,92.5734
16.200,101.9823
16.400,99.8179
16.600,93.1577
16.800,105.0923
17.000,100.5819
17.200,98.3563
17.400,100.9131
17.600,100.7879
17.800,104.3891
18.000,92.6885
18.200,93.9010
18.400,106.3283
18.600,100.4828
18.800,98.8354
19.000,93.6967
19.200,96.9958
19.400,102.3223
19.600,94.8943
19.800,95.5446
20.000,102.5559
20.200,95.8575
20.400,104.0282
20.600,105.5298
20.800,98.5467
21.000,101.0972
21.200,105.4215
21.400,104.3168
21.600,97.9558
21.800,101.7307
22.000,98.9214
22.200,97.8024
22.400,105.7561
22.600,102.8957
22.800,106.5840
23.000,96.5223
23.200,106.2662
23.400,104.6868
23.600,93.8430
23.800,107.1589
24.000,102.8074
24.200,104.4970
24.400,104.5202
24.600,96.9917
24.800,106.6228
25.000,104.7883
25.200,95.3966
25.400,105.6346
25.600,101.5297
25.800,106.3825
26.000,107.5633
26.200,107.9053
26.400,98.2732
26.600,98.8684
26.800,99.2695
27.000,103.1676
27.200,102.0495
27.400,105.2169
27.600,98.4881
27.800,97.9931
28.000,100.1674
28.200,103.1996
28.400,104.9165
28.600,100.4852
28.800,96.3186
29.000,97.7033
29.200,98.6317
29.400,108.1082
29.600,95.4223
29.800,103.5357
30.000,96.1186
30.200,102.3664
30.400,100.5163
30.600,95.8137
30.800,99.8898
31.000,95.1765
31.200,102.6612
31.400,100.5307
31.600,99.4165
31.800,107.2776
32.000,104.3266
32.200,97.3946
32.400,102.5877
32.600,102.5208
32.800,108.2293
33.000,96.5313
33.200,96.4189
33.400,101.3851
33.600,105.0907
33.800,96.1474
34.000,105.2263
34.200,98.5600
34.400,97.2833
34.600,107.7449
34.800,97.9869
35.000,98.9415
35.200,100.8344
35.400,102.9837
35.600,102.1033
35.800,99.8833
36.000,99.7560
36.200,103.7827
36.400,100.2914
36.600,103.0475
36.800,98.1700
37.000,108.7563
37.200,102.8094
37.400,102.6994
