0	92.5711
200	97.6558
400	88.6290
600	99.6176
800	92.2522
1000	97.2891
1200	89.7363
1400	94.5660
1600	93.5613
1800	92.7845
2000	91.4084
2200	102.4451
2400	98.0956
2600	93.2075
2800	95.3005
3000	94.5640
3200	88.9972
3400	96.3867
3600	101.7701
3800	101.5657
4000	89.4428
4200	101.5845
4400	102.6656
4600	96.4963
4800	91.0990
5000	90.7374
5200	92.5041
5400	95.9257
5600	94.2644
5800	96.6069
6000	96.5062
6200	95.2165
6400	98.9149
6600	101.6880
6800	91.4577
7000	101.5313
7200	99.3728
7400	103.2156
7600	90.8650
7800	97.6755
8000	96.8173
8200	95.1156
8400	95.3757
8600	95.3666
8800	91.3556
9000	99.2424
9200	102.9301
9400	104.0263
9600	102.8736
9800	101.7475
10000	96.6151
10200	96.6865
10400	91.3843
10600	103.9223
10800	99.6872
11000	100.1052
11200	99.0928
11400	94.3600
11600	96.7348
11800	91.6848
12000	99.8978
12200	102.7791
12400	99.4472
12600	103.2868
12800	95.5461
13000	93.3528
13200	92.9607
13400	95.5372
13600	105.1612
13800	102.8883
14000	92.2485
14200	93.7149
14400	104.3631
14600	94.6986
14800	93.5254
15000	99.8192
15200	99.6991
15400	94.5129
15600	101.1341
15800	96.9074
16000	93.6032
16200	100.2665
16400	105.8830
16600	101.2989
16800	104.6045
17000	101.1158
17200	104.3042
17400	95.7372
17600	103.0014
17800	96.5220
18000	97.7993
18200	100.1054
18400	103.7222
18600	93.7461
18800	98.1436
19000	93.7877
19200	101.5895
19400	93.6008
19600	99.3159
19800	95.2713
20000	97.7075
20200	105.8010
20400	105.1237
20600	106.0828
20800	105.1920
21000	98.7582
21200	95.5911
21400	105.6510
21600	95.9597
21800	100.1623
22000	98.5803
22200	105.1929
22400	105.7976
22600	94.1932
22800	102.6136
23000	104.2135
23200	102.4306
23400	106.7084
23600	96.3655
23800	104.7152
24000	106.8050
24200	103.2478
24400	103.7932
24600	103.7103
24800	95.3085
25000	98.2010
25200	101.3753
25400	100.1291
25600	96.1439
25800	106.9811
26000	99.4254
26200	99.7189
26400	98.5763
26600	94.5467
26800	98.9521
27000	105.0266
27200	97.2716
27400	105.1188
27600	101.0311
27800	95.0598
28000	107.4457
28200	103.4336
28400	97.1615
28600	100.7181
28800	102.0433
29000	97.3771
29200	98.5715
29400	107.5906
29600	105.6648
29800	107.3434
30000	97.9453
30200	95.2123
30400	95.4591
30600	97.1621
30800	98.5381
31000	105.3729
31200	104.7030
31400	96.9376
31600	97.1485
31800	95.5723
32000	102.2844
32200	107.6440
32400	106.9173
32600	107.2162
32800	106.8085
33000	108.8198
33200	99.4214
33400	105.6458
33600	101.5461
33800	102.2063
34000	99.0305
34200	98.5952
34400	103.9423
34600	99.6721
34800	105.9975
35000	107.1704
35200	102.9042
35400	107.2699
35600	102.2489
35800	98.9431
36000	98.5870
36200	104.7666
36400	103.3456
36600	108.2542
36800	104.8972
37000	107.4925
37200	97.5829
37400	100.3194
37600	104.4302
37800	106.8526
38000	108.6970
38200	105.2315
38400	103.0637
38600	109.3430
38800	104.1478
39000	101.4530
39200	98.9229
39400	105.4181
39600	104.4478
39800	97.8929
40000	105.9382
40200	97.0501
40400	96.5029
40600	97.1603
40800	109.7134
41000	106.3263
41200	99.4368
41400	102.0910
41600	102.9226
41800	104.9271
42000	104.8666
42200	107.1378
42400	98.9559
42600	101.8279
42800	107.0972
43000	103.7208
43200	110.0316
43400	98.0708
43600	106.2062
43800	104.1302
44000	107.4937
44200	96.9471
44400	96.4842
44600	108.0752
44800	97.5144
45000	109.4361
45200	98.2030
45400	107.4737
45600	98.9184
45800	98.2439
46000	98.1774
46200	102.5754
46400	107.3506
46600	101.2847
46800	104.0918
47000	106.0134
47200	105.5029
47400	106.9503
47600	101.0581
47800	100.8764
48000	98.6214
48200	97.0096
48400	108.3759
48600	104.3968
48800	102.0105
49000	102.4827
49200	103.9615
49400	100.3475
49600	108.7553
49800	107.3343
50000	105.4168
50200	96.7415
50400	97.3780
50600	100.3280
50800	98.2044
51000	106.9279
51200	100.6497
51400	102.8872
51600	106.8995
51800	107.6782
52000	108.2747
52200	102.3055
52400	106.9871
52600	101.3567
52800	97.6667
53000	103.1504
53200	108.1717
53400	104.7685
53600	98.5358
53800	107.2038
54000	99.6710
54200	100.7790
54400	102.5043
54600	101.7842
54800	97.4591
55000	104.2984
55200	108.4711
55400	97.7924
55600	102.9310
55800	105.7259
56000	107.9424
56200	108.3264
56400	107.9550
56600	106.4456
56800	98.0485
57000	102.2082
57200	102.7827
57400	100.4701
57600	101.4641
57800	110.2662
58000	102.7854
58200	97.8230
58400	105.9525
58600	105.7176
58800	101.4848
59000	106.7565
59200	105.7513
59400	109.4938
59600	98.8485
59800	107.3963
60000	108.5182
60200	106.8531
60400	105.3165
60600	108.9076
60800	101.0566
61000	107.1243
61200	109.5299
61400	105.7771
61600	96.5393
61800	107.9247
62000	99.2295
62200	102.3037
62400	109.4485
62600	106.6969
62800	102.2922
63000	97.8912
63200	103.9521
63400	109.9071
63600	106.3759
63800	97.2388
64000	104.9333
64200	107.7497
64400	97.1399
64600	101.0208
64800	104.3942
65000	97.7012
65200	108.5103
65400	106.1508
65600	99.4506
65800	103.7679
66000	97.9592
66200	106.2233
66400	97.6376
66600	99.7705
66800	107.2668
67000	100.2271
67200	96.7445
67400	98.5091
67600	108.7332
67800	107.1237
68000	105.8977
68200	98.1536
68400	102.3119
68600	103.3849
68800	96.1101
69000	98.7018
69200	108.6309
69400	98.0828
69600	108.0168
69800	96.8501
70000	98.3715
70200	101.6268
70400	104.0141
70600	97.1197
70800	97.9732
71000	97.7402
71200	107.5226
71400	96.5827
71600	99.1335
71800	103.7712
72000	97.5912
72200	102.0313
72400	103.0717
72600	99.9320
72800	96.5620
73000	101.9341
73200	102.0246
73400	101.5580
73600	108.0149
73800	101.0236
74000	97.9440
74200	105.9842
74400	97.7093
74600	104.8582
74800	107.8634
75000	97.1286
75200	101.7439
75400	99.2019
75600	94.9038
75800	98.3802
76000	101.6504
76200	100.5673
76400	103.3871
76600	99.8818
76800	107.6430
77000	105.7634
77200	96.0252
77400	95.8043
77600	96.7405
77800	107.7937
78000	100.6543
78200	106.7041
78400	99.9795
78600	96.9469
78800	101.4829
79000	107.5590
79200	106.4389
79400	95.4260
79600	107.3220
79800	107.5750
80000	99.2936
80200	95.3567
80400	104.7668
80600	99.3586
80800	94.6163
81000	95.5216
81200	97.7981
81400	102.5479
81600	99.1453
81800	99.6621
82000	102.7722
82200	96.4968
82400	102.7393
82600	96.6927
82800	97.2687
83000	102.1051
83200	98.7350
83400	102.6713
83600	106.7642
83800	102.3897
84000	100.9288
84200	95.8684
84400	98.6007
84600	96.8886
84800	101.3997
85000	99.7808
85200	98.2180
85400	98.4939
85600	98.8933
85800	98.4313
86000	106.1185
86200	94.8053
86400	92.9842
86600	101.7998
86800	97.5332
87000	97.5995
87200	96.7377
87400	94.7292
87600	96.2571
87800	99.5078
88000	98.0870
88200	96.1490
88400	93.6242
88600	96.4977
88800	99.6469
89000	96.9618
89200	105.0890
89400	100.2495
89600	104.1815
89800	96.4351
90000	100.3848
90200	96.0242
90400	98.4445
90600	96.4427
90800	92.7266
91000	101.1152
91200	105.6122
91400	98.3999
91600	102.0278
91800	104.4771
92000	100.0261
92200	95.2355
92400	102.5994
92600	105.6268
92800	99.4656
93000	96.2447
93200	97.3002
93400	96.4094
93600	95.6680
93800	100.1663
94000	99.6069
94200	98.7234
94400	103.3163
94600	103.3292
94800	102.5730
95000	94.7978
95200	93.2111
95400	93.2097
95600	103.1452
95800	96.1170
96000	96.8483
96200	93.2460
96400	99.8057
96600	96.5848
96800	101.1189
97000	104.2510
97200	97.0099
97400	93.0230
97600	97.3509
97800	99.2697
98000	97.3868
98200	93.5973
98400	92.4117
98600	92.2227
98800	94.1732
99000	94.2653
99200	103.0898
99400	94.1812
99600	93.8478
99800	90.8391
100000	102.4747
100200	96.6162
100400	90.4362
100600	99.7573
100800	100.5532
101000	98.4666
101200	98.4537
101400	94.1594
101600	96.7419
101800	99.3687
102000	102.9564
102200	101.3570
102400	93.5731
102600	96.8920
102800	96.6676
103000	95.2951
103200	98.2547
103400	101.1246
103600	97.6500
103800	91.0975
104000	98.3211
104200	99.4520
104400	100.4906
104600	96.2894
104800	99.0952
105000	89.8727
105200	99.4691
105400	94.7926
105600	90.1795
105800	94.6947
106000	101.6764
106200	89.2845
106400	91.6951
106600	97.9573
106800	93.5542
107000	91.0172
107200	98.4877
107400	91.4202
107600	95.8216
107800	89.6892
108000	94.0191
108200	95.4655
108400	95.2614
108600	95.4629
108800	99.1630
109000	94.7552
109200	93.3302
109400	96.7227
109600	98.6237
109800	97.9885
110000	95.0650
110200	88.6679
110400	97.1968
110600	100.6022
110800	89.2533
111000	93.3318
111200	99.5904
111400	96.7586
111600	88.3346
111800	95.1235
112000	91.0255
112200	94.4636
112400	90.0044
112600	99.4842
112800	99.3347
113000	91.1606
113200	91.9874
113400	91.7534
113600	100.7771
113800	96.6411
114000	98.9491
114200	96.8364
114400	95.2896
114600	97.6189
114800	92.0158
115000	95.7700
115200	92.3917
115400	99.8095
115600	88.8696
115800	90.7769
116000	88.4639
116200	92.8590
116400	89.8894
116600	95.9048
116800	91.6179
117000	94.9666
117200	87.3048
117400	99.8436
117600	99.8764
117800	87.5441
118000	93.8328
118200	93.0132
118400	95.8839
118600	87.7566
118800	94.7654
119000	100.5173
119200	96.8637
119400	92.2871
119600	96.9775
119800	96.0557
120000	92.0434
120200	91.1702
120400	87.8231
120600	95.3896
120800	95.2644
121000	88.0372
121200	98.3894
121400	87.4532
121600	95.9970
121800	94.6179
122000	93.0762
122200	94.7056
122400	87.4776
122600	98.8413
122800	96.9713
123000	97.8171
123200	88.1881
123400	93.3800
123600	93.9887
123800	95.2822
124000	90.3960
124200	86.9814
124400	86.2399
124600	96.0552
124800	96.9737
125000	94.4303
125200	92.6057
125400	98.8005
125600	89.2154
125800	90.4856
126000	91.9785
126200	86.8519
126400	93.8712
126600	98.6357
126800	88.1430
127000	99.4746
127200	87.1173
127400	99.0155
127600	98.7643
127800	93.5239
128000	92.6789
128200	87.3300
128400	98.4520
128600	97.0939
128800	92.8282
129000	88.1271
129200	89.3702
129400	96.2504
129600	88.4723
129800	97.2636
130000	98.3595
