time_s,signal
0.000,95.4702
0.200,95.5467
0.400,97.2310
0.600,91.1869
0.800,95.5966
1.000,88.4281
1.200,91.7912
1.400,95.2088
1.600,101.1973
1.800,90.0385
2.000,93.6516
2.200,89.6031
2.400,102.1896
2.600,97.8452
2.800,100.2974
3.000,94.9033
3.200,95.7819
3.400,97.9799
3.600,94.2821
3.800,91.0622
4.000,91.5917
4.200,89.3301
4.400,98.7185
4.600,90.9049
4.800,91.3463
5.000,92.2212
5.200,95.4641
5.400,101.5956
5.600,89.7630
5.800,103.4096
6.000,92.3429
6.200,98.5866
6.400,90.6993
6.600,102.6049
6.800,97.2484
7.000,98.0187
7.200,94.1690
7.400,93.2408
7.600,96.4712
7.800,95.0411
8.000,97.3173
8.200,93.7116
8.400,96.0946
8.600,101.0208
8.800,99.9483
9.000,96.7955
9.200,92.8028
9.400,96.1081
9.600,94.6994
9.800,102.4811
10.000,95.9447
10.200,95.1299
10.400,95.4557
10.600,94.9182
10.800,102.1975
11.000,94.2765
11.200,93.0982
11.400,103.7087
11.600,95.6732
11.800,103.5529
12.000,97.1802
12.200,101.2600
12.400,93.8127
12.600,95.4620
12.800,103.6248
13.000,93.4160
13.200,94.9106
13.400,95.8897
13.600,98.0379
13.800,92.0872
14.000,94.6144
14.200,100.6592
14.400,95.7298
14.600,96.0972
14.800,104.2427
15.000,92.7240
15.200,97.0401
15.400,97.9647
15.600,93.2646
15.800,102.4690
16.000,92.0585
16.200,95.8402
16.400,103.7854
16.600,103.0871
16.800,98.3361
17.000,93.3150
17.200,102.3824
17.400,96.5011
17.600,92.6811
17.800,101.3227
18.000,104.1331
18.200,104.7988
18.400,93.6313
18.600,103.8511
18.800,99.1812
19.000,93.6511
19.200,94.6989
19.400,92.6830
19.600,99.6835
19.800,95.6813
20.000,97.9801
20.200,97.8857
20.400,96.4805
20.600,105.2533
20.800,95.2240
21.000,102.2666
21.200,96.3367
21.400,103.6498
21.600,98.9539
21.800,95.5149
22.000,106.0920
22.200,101.1072
22.400,105.7353
22.600,107.2470
22.800,101.5693
23.000,99.6768
23.200,101.1841
23.400,103.6760
23.600,106.5818
23.800,94.3808
24.000,93.8087
24.200,98.1216
24.400,104.8836
24.600,107.6323
24.800,98.2799
25.000,101.0819
25.200,99.4072
25.400,101.3874
25.600,104.2225
25.800,99.0832
26.000,104.6322
26.200,104.9986
26.400,98.1216
26.600,101.0293
26.800,99.4282
27.000,102.2380
27.200,97.4384
27.400,98.2660
27.600,97.2165
27.800,106.4598
28.000,103.5283
28.200,96.0825
28.400,101.7940
28.600,100.3688
28.800,107.4562
29.000,97.8664
29.200,98.6618
29.400,108.3671
29.600,104.3010
29.800,94.6319
30.000,95.2052
30.200,98.9434
30.400,103.0449
30.600,102.1395
30.800,100.5657
31.000,104.0784
31.200,108.6403
31.400,95.3273
31.600,107.5505
31.800,106.1302
32.000,98.3477
32.200,99.2699
32.400,100.4229
32.600,100.1732
32.800,101.9398
33.000,97.3871
33.200,101.9177
33.400,99.2548
33.600,106.8631
33.800,107.1179
34.000,108.3242
34.200,105.5424
34.400,100.9538
34.600,104.7814
34.800,100.9815
35.000,101.8271
