time_s,signal
0.000,97.4030
0.200,89.4740
0.400,88.9656
0.600,94.8997
0.800,88.4928
1.000,91.8541
1.200,88.4944
1.400,95.6373
1.600,101.6212
1.800,102.2079
2.000,95.1470
2.200,90.3751
2.400,95.5855
2.600,96.2703
2.800,89.6287
3.000,95.1296
3.200,90.9717
3.400,94.3754
3.600,93.9568
3.800,102.7266
4.000,97.6909
4.200,90.4939
4.400,100.7538
4.600,101.1774
4.800,96.1778
5.000,97.8771
5.200,97.4374
5.400,100.7089
5.600,96.0954
5.800,103.2780
6.000,98.9007
6.200,96.1667
6.400,89.8889
6.600,103.2163
6.800,91.7756
7.000,91.0103
7.200,100.0331
7.400,91.2577
7.600,90.8753
7.800,102.6183
8.000,102.3173
8.200,92.7756
8.400,91.9071
8.600,100.1235
8.800,101.0101
9.000,95.1642
9.200,100.0512
9.400,95.4960
9.600,103.2499
9.800,102.9702
10.000,95.4978
10.200,94.0922
10.400,93.5033
10.600,102.9154
10.800,94.5378
11.000,104.3908
11.200,98.4351
11.400,91.2745
11.600,104.2989
11.800,102.1316
12.000,100.0351
12.200,95.5806
12.400,94.7231
12.600,99.5788
12.800,104.3440
13.000,98.1247
13.200,100.8772
13.400,96.1248
13.600,102.6224
13.800,94.2198
14.000,96.1918
14.200,95.9554
14.400,99.3077
14.600,101.6962
14.800,92.7210
15.000,101.9938
15.200,104.6008
15.400,95.5993
15.600,102.0182
15.800,96.8434
16.000,105.0286
16.200,97.5560
16.400,97.7203
16.600,94.9459
16.800,98.8239
17.000,92.7810
17.200,96.4345
17.400,101.6770
17.600,104.4676
17.800,95.1898
18.000,99.0223
18.200,98.5943
18.400,96.2374
18.600,96.5877
18.800,99.8730
19.000,93.5601
19.200,104.1052
19.400,101.4045
19.600,95.2619
19.800,95.9546
20.000,102.8285
20.200,101.9422
20.400,95.3850
20.600,104.7003
20.800,102.5787
21.000,104.6056
21.200,106.1671
21.400,102.3156
21.600,100.9501
21.800,97.0833
22.000,106.4331
22.200,93.7167
22.400,105.6938
22.600,101.9495
22.800,105.5397
23.000,105.9857
23.200,105.0198
23.400,101.6543
23.600,104.0594
23.800,96.8245
24.000,103.8111
24.200,99.3708
24.400,105.6106
24.600,100.9137
24.800,95.5942
25.000,107.6691
25.200,107.4285
25.400,106.8930
25.600,95.6083
25.800,98.4847
26.000,98.7700
26.200,99.1851
26.400,97.8185
26.600,105.3510
26.800,99.7456
27.000,100.3790
27.200,102.2163
27.400,98.3642
27.600,94.6735
27.800,95.3931
28.000,96.2501
28.200,95.8485
28.400,95.5489
28.600,100.1360
