time_s,signal
0.000,100.3022
0.200,101.3649
0.400,97.5676
0.600,100.4690
0.800,91.8372
1.000,96.9930
1.200,90.5493
1.400,96.2801
1.600,95.2572
1.800,99.4619
2.000,97.3902
2.200,91.5332
2.400,99.6795
2.600,100.9079
2.800,94.6256
3.000,95.4690
3.200,97.7564
3.400,95.9686
3.600,100.4688
3.800,92.2231
4.000,99.8398
4.200,92.2395
4.400,96.8067
4.600,95.5861
4.800,96.4251
5.000,99.3610
5.200,100.3975
5.400,92.3788
5.600,91.5940
5.800,96.0807
6.000,94.7373
6.200,99.5368
6.400,95.6732
6.600,90.1333
6.800,97.5663
7.000,101.4976
7.200,94.8293
7.400,95.2829
7.600,96.4814
7.800,99.9839
8.000,102.8173
8.200,91.3717
8.400,92.6260
8.600,91.7777
8.800,95.6028
9.000,92.7172
9.200,103.9238
9.400,101.5779
9.600,95.0757
9.800,103.7039
10.000,94.8275
10.200,92.5357
10.400,97.5747
10.600,93.9113
10.800,97.0481
11.000,98.5621
11.200,92.4404
11.400,100.6232
11.600,103.2373
11.800,99.9997
12.000,97.3175
12.200,94.0614
12.400,103.0885
12.600,91.7540
12.800,98.4227
13.000,98.1878
13.200,102.8271
13.400,96.4773
13.600,95.4992
13.800,97.4187
14.000,98.5577
14.200,102.8996
14.400,104.6744
14.600,103.0948
14.800,103.4384
15.000,94.8986
15.200,101.9418
15.400,99.0511
15.600,94.1487
15.800,102.4049
16.000,103.4839
16.200,93.1297
16.400,95.6226
16.600,96.7341
16.800,92.5555
17.000,98.9802
17.200,94.5127
17.400,102.4408
17.600,94.1473
17.800,99.9904
18.000,105.3561
18.200,103.2877
18.400,100.1465
18.600,92.6926
18.800,100.9107
19.000,93.4236
19.200,97.2146
19.400,100.4867
19.600,95.6294
19.800,96.3646
20.000,103.1011
20.200,94.0270
20.400,100.7418
20.600,103.8708
20.800,106.6108
21.000,94.1140
21.200,106.9127
21.400,100.3144
21.600,103.9444
21.800,106.4359
22.000,99.9448
22.200,103.6310
22.400,105.6315
22.600,101.0033
22.800,104.4955
23.000,101.4490
23.200,103.7733
23.400,98.6219
23.600,100.2758
23.800,100.4901
24.000,104.8148
24.200,94.2446
24.400,106.7010
24.600,104.8357
24.800,98.5657
25.000,96.5499
25.200,105.4605
25.400,94.1513
25.600,103.6869
25.800,104.5868
26.000,103.9768
26.200,104.4648
26.400,97.3638
26.600,97.8336
26.800,100.2217
27.000,97.5904
27.200,102.3831
27.400,105.5114
27.600,104.8589
27.800,106.7930
28.000,106.3328
28.200,102.4974
28.400,100.1814
28.600,99.7868
28.800,107.1443
29.000,98.6820
29.200,98.8123
29.400,95.6612
29.600,106.6945
29.800,106.1126
30.000,104.6384
30.200,95.8287
30.400,101.6878
30.600,105.7685
30.800,103.9451
31.000,106.5874
31.200,96.5357
31.400,97.3100
31.600,106.2204
31.800,100.3934
32.000,96.4534
32.200,108.6464
32.400,103.5989
32.600,102.4347
32.800,98.4920
33.000,101.6657
33.200,101.4116
33.400,102.6030
33.600,101.7247
33.800,105.9706
34.000,95.8135
34.200,98.4544
34.400,105.3064
34.600,103.9635
34.800,101.9548
35.000,102.2550
35.200,108.6250
35.400,104.1253
35.600,101.6667
35.800,102.7038
36.000,103.2629
36.200,100.8312
36.400,105.1289
36.600,101.4274
36.800,105.9884
37.000,98.5475
37.200,104.4889
37.400,95.8393
37.600,103.4948
37.800,101.7525
38.000,106.9011
38.200,107.4593
38.400,105.1062
38.600,101.4267
38.800,101.9537
39.000,106.2843
39.200,97.1688
39.400,106.4539
39.600,101.9545
39.800,105.3066
40.000,102.3473
40.200,103.7791
40.400,103.0417
40.600,100.7721
40.800,102.5431
41.000,100.6658
41.200,98.5901
41.400,97.2722
41.600,105.6552
41.800,97.8965
42.000,97.8812
42.200,96.2640
42.400,107.9013
42.600,98.2602
42.800,106.5047
43.000,98.1116
43.200,98.9184
43.400,104.1710
43.600,98.4626
43.800,101.2424
44.000,106.3610
44.200,103.7614
44.400,97.4424
44.600,99.5132
44.800,98.2168
45.000,104.2936
45.200,96.2286
45.400,96.3782
45.600,96.5571
45.800,107.2333
46.000,106.7227
46.200,101.9540
46.400,103.9426
46.600,104.8290
46.800,104.5385
47.000,96.5746
47.200,105.2008
47.400,97.5411
47.600,97.6426
47.800,101.9301
48.000,102.7968
48.200,107.1644
48.400,104.0086
48.600,98.3842
48.800,105.5129
49.000,107.9878
49.200,106.7537
49.400,104.5619
49.600,105.6597
49.800,109.8342
50.000,100.7266
50.200,108.8029
50.400,97.5325
50.600,98.3261
50.800,110.0150
51.000,105.5745
51.200,109.3375
51.400,101.2186
51.600,101.3419
51.800,101.4368
52.000,98.3006
52.200,107.1451
52.400,99.8198
52.600,98.6539
52.800,108.1831
53.000,98.6184
53.200,103.0301
53.400,110.0462
53.600,97.9186
53.800,100.6318
54.000,106.8983
54.200,108.1765
54.400,99.5925
54.600,107.7037
54.800,98.3327
55.000,109.4629
55.200,107.4820
55.400,105.7082
55.600,97.0950
55.800,107.3151
56.000,97.3754
56.200,100.3385
56.400,108.8726
56.600,103.8834
56.800,102.8891
57.000,109.5427
57.200,107.0208
57.400,101.5194
57.600,97.0018
57.800,108.7798
58.000,107.9432
58.200,100.5369
58.400,102.5242
58.600,103.4368
58.800,100.5804
59.000,97.3713
59.200,104.7228
59.400,100.2518
59.600,97.9738
59.800,108.7280
60.000,98.8167
60.200,103.0872
60.400,106.3750
60.600,96.8153
60.800,104.5667
61.000,107.8953
61.200,104.8689
61.400,108.2551
61.600,109.6742
61.800,103.2221
62.000,103.9790
62.200,102.7644
62.400,103.2102
62.600,100.0913
62.800,103.2237
63.000,99.2031
63.200,97.7916
63.400,106.6131
63.600,107.0930
63.800,108.0799
64.000,98.7246
64.200,106.1612
64.400,96.4134
64.600,107.1114
64.800,107.8342
65.000,101.4620
65.200,107.5707
65.400,95.9274
65.600,99.1967
65.800,108.4400
66.000,99.5583
66.200,101.5168
66.400,103.4966
66.600,99.1623
66.800,104.3214
67.000,107.5071
67.200,107.2246
67.400,106.7265
67.600,109.3636
67.800,107.8717
68.000,106.4363
