time_s,signal
0.000,98.3694
0.200,93.4376
0.400,91.8329
0.600,96.7562
0.800,98.9410
1.000,93.5670
1.200,93.8460
1.400,95.8515
1.600,94.8332
1.800,101.2926
2.000,95.8947
2.200,90.7612
2.400,92.2835
2.600,102.4828
2.800,91.2943
3.000,95.2427
3.200,102.5666
3.400,99.5731
3.600,100.7941
3.800,94.5588
4.000,93.7405
4.200,91.0757
4.400,94.7714
4.600,99.3136
4.800,91.5936
5.000,93.7051
5.200,98.4241
5.400,93.2655
5.600,99.2616
5.800,96.2123
6.000,102.1796
6.200,101.9567
6.400,96.4837
6.600,103.5219
6.800,103.0392
7.000,94.5060
7.200,102.9652
7.400,97.2661
7.600,102.0773
7.800,92.4068
8.000,97.8173
8.200,92.3077
8.400,96.8134
8.600,92.6749
8.800,94.5410
9.000,94.3485
9.200,96.6754
9.400,102.1900
9.600,100.5252
9.800,103.2148
10.000,95.2744
10.200,93.5734
10.400,99.5271
10.600,99.9141
10.800,90.7079
11.000,102.4479
11.200,101.1035
11.400,99.0574
11.600,94.6117
11.800,101.4210
12.000,94.4626
12.200,99.7408
12.400,102.1782
12.600,101.6372
12.800,97.7036
13.000,93.4791
13.200,96.8605
13.400,96.2423
13.600,104.9147
13.800,95.2861
14.000,96.9804
14.200,93.6034
14.400,101.0966
14.600,97.4958
14.800,100.9601
15.000,99.6288
15.200,94.3811
15.400,101.4166
15.600,99.3951
15.800,94.0306
16.000,104.5137
16.200,105.4139
16.400,101.6877
16.600,104.8753
16.800,106.0677
17.000,99.5141
17.200,100.4605
17.400,97.2649
17.600,96.3608
17.800,106.1233
18.000,96.4669
18.200,95.4921
18.400,97.5404
18.600,99.9560
18.800,100.2189
19.000,93.5146
19.200,101.8083
19.400,105.7652
19.600,100.0510
19.800,96.0913
20.000,98.2527
20.200,103.9705
20.400,101.8373
20.600,104.4238
20.800,99.2561
21.000,105.7751
21.200,97.0823
21.400,101.6485
21.600,101.9482
21.800,104.8675
22.000,99.6037
22.200,97.0215
22.400,105.6730
22.600,106.3008
22.800,100.5250
23.000,95.1401
23.200,99.9376
23.400,100.6435
23.600,102.7982
23.800,98.0464
24.000,94.8124
24.200,106.9954
24.400,105.9741
24.600,97.5543
24.800,101.2514
25.000,103.9627
25.200,97.4392
25.400,102.6457
25.600,98.3011
25.800,105.1854
26.000,95.8389
26.200,96.2783
26.400,97.6669
26.600,107.5119
26.800,99.9043
27.000,99.4494
27.200,97.6052
27.400,105.4132
27.600,107.4020
27.800,103.8597
28.000,99.6110
28.200,102.7314
28.400,106.4264
28.600,100.0196
28.800,98.8691
29.000,98.3558
29.200,98.7521
29.400,95.1436
29.600,102.9371
29.800,95.9203
30.000,106.4651
30.200,102.6746
30.400,96.6306
30.600,107.1169
30.800,102.5933
31.000,102.7838
31.200,98.5775
31.400,107.7169
31.600,103.9524
31.800,102.6881
32.000,108.4111
32.200,104.8958
32.400,107.9285
32.600,107.1301
32.800,97.0711
33.000,99.9543
33.200,104.4141
33.400,106.8637
33.600,98.1800
33.800,98.0295
34.000,103.6178
34.200,98.4896
34.400,97.9654
34.600,95.8906
34.800,95.9655
35.000,96.4839
35.200,96.6948
35.400,108.4114
35.600,101.8122
35.800,101.7637
36.000,102.0939
36.200,101.8150
36.400,108.1831
36.600,106.6341
36.800,98.7156
37.000,97.2837
37.200,99.2624
37.400,107.4594
37.600,96.7287
37.800,96.0275
38.000,96.8500
38.200,99.9024
38.400,101.0955
38.600,96.4058
38.800,102.5022
39.000,105.0765
39.200,97.6073
39.400,99.1949
39.600,102.5778
39.800,96.4532
40.000,99.7450
40.200,98.5968
40.400,104.9070
40.600,106.8692
40.800,107.8357
41.000,102.0810
41.200,109.3018
41.400,98.4769
41.600,101.4720
41.800,99.6542
42.000,99.6275
42.200,105.9825
42.400,105.6650
42.600,102.6521
42.800,106.6528
43.000,103.0139
43.200,108.6967
43.400,109.6460
43.600,100.3985
43.800,108.9643
44.000,103.1442
44.200,98.5578
44.400,104.2028
44.600,105.1537
44.800,105.0412
45.000,105.5792
45.200,100.2222
45.400,102.6521
45.600,107.6475
45.800,104.9859
46.000,97.5864
46.200,105.6094
46.400,97.7946
46.600,107.4429
46.800,107.9268
47.000,109.4343
47.200,98.2764
47.400,99.8934
47.600,98.4965
47.800,108.6667
48.000,105.2529
48.200,97.6257
48.400,108.6004
48.600,106.8874
48.800,101.1373
49.000,106.6115
49.200,102.5557
49.400,96.5083
49.600,102.9336
49.800,105.7092
50.000,101.8992
50.200,105.7875
50.400,97.4939
50.600,105.8266
50.800,107.0623
51.000,105.9129
51.200,96.6655
51.400,108.6358
51.600,106.2313
51.800,106.4972
52.000,100.7941
52.200,98.9352
52.400,108.6116
52.600,99.3296
52.800,98.5540
53.000,110.2514
53.200,100.8155
53.400,101.7268
53.600,108.5729
53.800,98.7748
54.000,108.5915
54.200,106.3271
54.400,103.8204
54.600,106.2238
54.800,101.6143
55.000,97.6718
55.200,97.2293
55.400,103.7293
55.600,98.5540
55.800,103.4178
56.000,96.5172
56.200,102.3354
56.400,105.1432
56.600,97.5240
56.800,101.6789
57.000,97.2090
57.200,109.4613
57.400,108.2570
57.600,98.1174
57.800,102.1514
58.000,110.1538
58.200,103.3584
58.400,99.8813
58.600,100.5070
58.800,100.8065
59.000,110.2176
59.200,104.9799
59.400,106.0623
59.600,105.1925
59.800,108.3950
60.000,108.2420
60.200,97.0287
60.400,109.6104
60.600,103.3384
60.800,96.6891
61.000,107.7025
61.200,106.0342
61.400,107.6356
61.600,109.8905
61.800,107.8977
62.000,99.2916
62.200,109.6492
62.400,101.2698
62.600,101.7427
62.800,102.9909
63.000,98.8751
63.200,109.8317
63.400,96.9366
63.600,96.4138
63.800,108.8696
